group,n_features,observed_ap_up18_drop,random_mean,random_sd,random_min,random_max,random_ge_observed
v1_base,35,0.04546159121672905,0.12908626930659725,0.008419629952684717,0.11563968652009289,0.13855055769400706,5
new_ctx,12,-0.021434788061107487,0.01314655200670683,0.023345385556830564,-0.010839129595135083,0.04030251293200991,5
v3,29,0.13596297075936145,0.039183751192963794,0.036094226381858434,0.0053338324843877835,0.09464434452933201,0
