group,n_features,ic_h6,ic_h18,ap_up18,ap_dn18,ic_h6_sd,ic_h18_sd,ap_up18_sd,ap_dn18_sd
v1_base,35,0.010047035357691487,0.005657732807777943,0.04546159121672905,0.08577781825754446,0.0032697208623566325,0.0035981848109266678,0.006265812612022325,0.012239141731396338
new_ctx,12,-0.003325040373884378,8.775467969338816e-05,-0.021434788061107487,0.02129953303432599,0.002639031972809436,0.003031867996809561,0.012028703221076386,0.01404212017100524
v3,29,0.12220673231977555,0.03825234982835775,0.13596297075936145,0.13506720743180092,0.00547641884206483,0.008643389941058793,0.0011131145316137373,0.006519513963141766
